Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost
35,49,19,6,2022-05-23,95200.0,476000.0
36,71,20,3,2022-05-19,224000.0,896000.0
37,67,8,17,2023-03-16,139881.2172767075,2377980.693704027
38,67,2,13,2024-08-05,184039.0226478925,2016000.0
39,20,1,12,2024-05-22,148830.09486159886,1820000.0
40,50,11,19,2023-08-23,160414.89053533183,3136000.0
41,60,11,15,2023-09-18,151951.20178657523,2352000.0
42,67,6,18,2021-07-01,94403.78325325028,1808800.0
43,91,6,13,2022-10-31,187921.9707563237,2150400.0
44,87,13,11,2021-08-05,196000.0,1960000.0
45,36,9,10,2024-08-26,116233.10484205802,1008000.0
46,78,6,3,2024-05-09,177269.01074136738,531807.0322241022
47,50,18,11,2024-03-14,141498.8995613937,1478400.0
48,92,19,9,2023-04-25,104674.10023760686,761600.0
49,60,9,6,2021-03-29,113616.11203696496,681696.6722217897
50,59,6,3,2023-01-13,86830.79064979366,380800.0
51,27,2,19,2024-08-04,169702.40591547184,3024000.0
52,39,10,7,2020-12-21,95132.47508721208,537600.0
53,40,6,17,2021-10-24,179200.0,1915200.0
54,19,10,10,2023-08-24,89600.0,896000.0
55,100,19,19,2021-03-18,87600.3198505344,1713600.0
10004,67,11,16,2023-08-03,169357.60831678435,2665600.0
57,76,1,3,2022-06-11,141752.79292926408,425258.37878779223
58,28,2,16,2024-09-09,184595.10426175897,2688000.0
59,54,1,10,2021-07-19,140359.08343324802,1403590.83433248
10005,94,1,4,2022-06-09,130046.13489927052,700000.0
61,71,7,15,2021-11-10,161848.4118444253,2116800.0
62,30,2,7,2024-01-01,154604.60558444785,1008000.0
63,95,17,16,2021-08-03,160744.7424348349,2520000.0
64,67,19,18,2022-05-11,91513.48888197503,1647242.7998755507
65,5,2,3,2022-12-21,170103.4952340756,504000.0
66,67,17,16,2023-09-01,156716.9333086586,2856000.0
67,73,11,11,2021-06-01,166372.26047601845,784000.0
10006,82,19,5,2024-09-19,98348.0987085968,571200.0
69,63,6,18,2023-04-19,191865.8777266378,3225600.0
70,71,16,18,2023-04-21,105544.33952615608,2021600.0
71,48,13,18,2020-11-16,196000.0,3332000.0
72,48,15,16,2022-03-14,103000.74352604902,1612800.0
73,70,15,0,2024-06-16,103908.50984399272,100800.0
74,44,17,5,2022-05-09,156408.64993528827,840000.0
75,51,3,4,2024-02-12,102820.9381495435,504000.0
76,12,2,5,2023-03-02,175224.47114178885,1008000.0
77,17,4,9,2022-02-26,134913.4726420455,1232000.0
78,85,14,11,2021-11-13,131147.88913465323,515200.0
79,66,4,11,2023-09-14,112998.05991834083,1242978.659101749
80,91,18,17,2021-09-10,147779.8506633818,2284800.0
81,61,15,10,2024-05-26,105434.57547931973,907200.0
82,73,9,10,2021-10-03,118755.57154855313,1792000.0
10007,67,14,13,2021-12-24,141571.51322480384,1674400.0
84,65,6,18,2023-04-22,152629.4133036539,2856000.0
85,21,6,15,2023-02-08,98811.6421733158,1512000.0
86,67,19,21,2023-11-03,101949.50568622556,1904000.0
87,55,15,14,2022-07-18,107263.84366479564,1411200.0
88,49,4,5,2022-11-07,123200.0,492800.0
89,90,9,3,2023-01-02,112000.0,448000.0
90,14,12,5,2021-04-26,83863.736756466,504000.0
91,67,17,19,2024-07-08,181394.9377374061,3024000.0
92,67,11,11,2022-12-22,169923.539774001,1724800.0
93,41,16,4,2023-04-04,108901.64286708212,319200.0
94,31,6,7,2023-03-23,190251.04821268932,1075200.0
95,74,14,7,2021-07-13,128187.7318904306,901600.0
96,20,6,4,2023-06-02,179200.0,492800.0
97,57,13,20,2023-11-26,206794.28050408937,3724000.0
98,89,8,18,2021-04-09,163528.32074206884,2570400.0
99,97,17,16,2022-10-13,152117.76541522297,2520000.0
100,67,17,12,2024-10-16,168000.0,1848000.0
101,67,18,7,2022-02-27,123606.07537351343,940800.0
102,17,15,16,2021-06-09,104998.95366752034,1713600.0
103,67,13,1,2022-12-13,214225.96996744935,196000.0
104,7,19,9,2022-09-22,96246.31394821306,952000.0
105,33,2,3,2022-07-18,162269.3023970475,504000.0
106,86,11,11,2022-08-28,163097.19389081703,2822400.0
107,72,1,6,2022-07-01,152513.17409046597,980000.0
108,77,8,3,2022-11-06,137641.7614919734,604800.0
10008,75,3,1,2024-10-14,105417.36026541964,100800.0
110,59,3,1,2024-09-25,99870.2218200304,100800.0
111,66,8,10,2022-08-19,151641.79332884483,1512000.0
112,38,9,18,2021-08-11,101680.82652561652,2016000.0
113,7,13,18,2021-01-27,191376.31687971856,3528000.0
114,51,10,11,2024-01-21,84500.05283143194,985600.0
115,35,20,12,2022-05-04,218875.35187667463,2464000.0
116,13,12,17,2021-01-12,82159.19111725902,1428000.0
117,61,7,9,2020-12-01,151139.15595824635,1512000.0
118,54,17,2,2023-03-02,176448.56319073474,336000.0
119,36,20,18,2022-05-02,224000.0,3808000.0
120,38,9,6,2024-02-06,115681.41372102968,560000.0
121,70,16,16,2022-11-15,108641.61702588436,1808800.0
122,91,17,15,2024-03-08,162506.38511779875,2352000.0
123,79,6,18,2020-11-16,183310.20746730716,3404800.0
124,19,15,14,2024-04-30,92213.84453308376,1411200.0
125,29,17,12,2020-11-01,170160.19274658096,1848000.0
126,29,6,10,2023-09-22,179200.0,1433600.0
127,64,5,4,2022-11-18,75943.08246453946,252000.0
128,32,7,19,2023-12-06,144758.7228621528,2721600.0
129,90,12,2,2021-01-04,85230.17025938461,168000.0
130,44,6,17,2020-11-15,132278.15336786353,2520000.0
131,67,18,10,2023-04-11,122582.88899120722,1478400.0
132,68,6,14,2021-11-04,90413.37382885854,1237600.0
133,98,3,9,2024-03-24,97574.64229438636,806400.0
134,51,15,3,2023-05-02,107741.13064878792,201600.0
135,70,1,7,2021-07-17,145919.92900093284,980000.0
136,66,6,18,2023-05-02,172130.2875102671,3024000.0
137,48,16,18,2023-07-24,112346.74143720766,2022241.345869738
138,29,6,6,2022-08-23,189940.47942726687,896000.0
10009,67,6,3,2021-01-11,173265.02954849697,358400.0
140,67,6,6,2023-12-10,182139.64579731665,1254400.0
141,76,2,10,2024-03-13,177689.48274149,1512000.0
142,49,13,17,2024-05-24,180318.09155612305,3528000.0
143,63,9,1,2024-06-20,104333.86047275942,224000.0
144,24,6,12,2022-01-11,245537.60102095065,2464000.0
145,78,14,18,2020-11-11,136794.2284869184,2447200.0
146,82,11,0,2024-05-10,144109.21009185282,156800.0
147,44,6,13,2023-06-08,96646.72121818564,1310400.0
148,84,4,18,2023-03-10,126765.33884106192,2217600.0
149,62,12,18,2021-10-30,85902.82884460222,1546250.91920284
10010,80,12,21,2024-01-09,87207.89868912824,1680000.0
151,71,17,9,2021-10-09,170989.53366674672,1538905.8030007205
152,14,13,9,2024-01-11,208430.22700451245,1764000.0
153,53,14,5,2024-08-01,118864.33997906873,772800.0
154,90,20,9,2024-03-23,207435.3057854793,2240000.0
155,85,15,10,2021-05-05,95524.8564335152,1209600.0
10011,17,2,10,2024-09-08,154201.4338246184,3360000.0
157,7,15,5,2023-02-13,103765.03389864958,518825.1694932479
158,86,19,10,2024-07-18,100538.626152184,761600.0
159,95,3,6,2023-06-18,110717.10272248022,504000.0
160,55,11,4,2023-10-19,162599.63724409652,470400.0
161,57,8,13,2023-08-19,136687.37000836225,1776935.8101087094
10012,54,11,11,2023-06-24,152564.11862553252,1724800.0
163,46,15,13,2021-11-03,97515.9209799891,1209600.0
164,57,16,5,2023-06-25,96094.057362997,532000.0
165,83,9,4,2021-09-18,115048.5553265814,336000.0
166,67,9,5,2023-11-06,110468.910022556,672000.0
167,80,9,15,2024-01-10,106817.0972003646,1568000.0
168,37,14,5,2021-02-05,141345.31361595303,515200.0
169,27,16,4,2021-02-27,102696.51806455832,319200.0
170,75,2,8,2024-10-03,183736.9738765265,1344000.0
171,3,6,4,2022-05-23,93347.83373992937,302400.0
172,68,2,3,2023-06-10,157598.6137305079,504000.0
173,39,4,10,2024-06-29,119667.61697314044,1355200.0
174,67,20,7,2020-12-30,245548.33195576028,1792000.0
175,16,17,3,2023-09-15,172265.80331910335,672000.0
10013,90,1,6,2023-12-28,136282.2195380804,980000.0
177,67,2,10,2022-05-06,176300.88580699303,168000.0
178,37,4,14,2023-07-11,133726.74223977342,1724800.0
179,20,16,15,2020-11-14,111981.21257084004,1596000.0
10014,80,16,20,2022-05-22,115386.77343731456,2021600.0
181,67,19,11,2021-06-08,95200.0,1142400.0
182,37,16,13,2021-08-28,108594.79335453386,1411732.3136089402
183,26,11,3,2022-10-10,154776.31624967942,627200.0
184,67,6,13,2021-04-20,152364.72718125727,1980741.4533563445
185,60,3,15,2021-07-25,106410.57177554056,1512000.0
186,91,2,10,2021-02-16,169460.61277494184,840000.0
187,67,17,14,2023-08-03,162040.2319544383,2184000.0
188,65,6,9,2021-06-20,192154.57809366577,1792000.0
189,52,2,17,2023-07-19,173987.90629250422,3024000.0
190,37,6,2,2023-10-08,91105.39658869534,168000.0
191,92,14,11,2022-04-10,134999.09801710743,1932000.0
192,57,11,9,2023-04-07,170576.61584922334,1254400.0
193,91,3,21,2023-05-11,100800.0,2016000.0
194,80,2,10,2022-06-13,176375.1494932288,336000.0
10015,49,6,10,2024-07-18,149572.46138529302,1360800.0
196,89,15,15,2023-08-31,91112.58144514287,1612800.0
197,3,6,13,2021-02-10,105498.50192892311,1456000.0
198,19,11,9,2023-09-30,148443.11349861402,1254400.0
199,88,6,15,2021-11-27,165251.93087871242,2419200.0
200,82,10,6,2022-05-14,94861.93349104078,537600.0
201,67,14,4,2022-10-18,128800.0,644000.0
202,24,16,8,2022-01-17,112236.09748242,957600.0
10016,59,18,13,2021-01-07,142599.77138049103,1612800.0
204,70,8,16,2021-12-22,151200.0,2268000.0
205,12,20,8,2022-11-27,223852.34446033032,1792000.0
206,35,18,12,2021-08-11,126095.39675629624,1612800.0
10017,3,14,1,2024-02-26,141518.7643259001,128800.0
208,46,20,16,2023-12-10,209254.8011339003,3360000.0
209,45,6,10,2023-06-14,181652.8524649946,2867200.0
210,79,16,12,2020-12-13,102078.65364100951,1383200.0
211,46,10,2,2022-05-08,84047.05940822819,268800.0
212,87,13,16,2021-01-23,211328.0593463328,3332000.0
213,63,9,16,2021-12-08,112190.77487331998,1904000.0
214,34,6,7,2024-07-14,183081.40942203416,1254400.0
215,67,11,17,2024-07-22,156800.0,2665600.0
10018,8,19,19,2021-01-14,87326.61401433236,1808800.0
217,37,20,2,2022-11-09,213890.41794489505,224000.0
218,9,13,11,2021-08-14,211216.06064181097,2156000.0
10019,75,11,1,2020-11-28,152409.91501730317,313600.0
220,74,18,11,2021-02-10,137928.05372042107,1612800.0
221,33,8,15,2022-07-02,137983.87482261873,2268000.0
222,6,3,9,2021-10-21,95264.50205000142,907200.0
223,41,8,12,2021-07-14,138968.3857767312,1663200.0
224,32,3,17,2021-03-04,93527.21565264826,1612800.0
225,35,5,19,2021-12-12,77277.21434266861,1468267.0725107035
226,18,16,14,2023-08-31,113497.5603310924,1596000.0
227,19,14,2,2024-02-17,128800.0,128800.0
228,4,20,10,2021-03-13,229361.3507721969,2016000.0
229,72,6,13,2023-04-18,161609.88586160628,2150400.0
230,24,16,11,2022-07-19,112742.80182618814,1276800.0
231,78,3,11,2021-06-11,99262.917917311,1209600.0
232,40,18,6,2023-07-04,131496.97640047863,806400.0
233,78,2,10,2024-08-08,158952.82082320438,1512000.0
10020,13,8,12,2024-01-06,142797.92095872076,1663200.0
235,1,10,12,2024-09-22,82859.53135103767,985600.0
236,30,3,10,2021-06-13,108277.85219292431,1008000.0
237,83,18,4,2023-11-30,133002.4178412807,537600.0
238,16,6,15,2022-01-10,164753.3485543196,2508800.0
239,96,1,15,2022-07-11,144531.3584221865,1960000.0
240,27,14,15,2021-09-02,140781.49677568392,2111722.4516352587
10021,24,19,1,2022-11-03,95200.0,95200.0
242,81,18,16,2024-05-22,125126.48883107794,2284800.0
243,100,14,6,2024-10-16,131782.42301984556,790694.5381190734
244,89,7,11,2022-11-24,142908.6228321495,1965600.0
10022,90,1,6,2021-02-13,135376.44047480496,980000.0
246,7,6,17,2020-12-15,170846.64089366305,3046400.0
247,90,18,9,2022-02-03,128265.16156318052,1344000.0
10023,39,3,1,2024-09-23,93440.12451106455,201600.0
249,99,3,19,2021-09-26,90882.30335676816,1915200.0
250,37,17,17,2024-09-21,172537.17980104068,2856000.0
251,90,6,7,2024-10-04,193977.86144579935,1372000.0
252,95,6,12,2024-08-30,223043.01465618704,2464000.0
253,99,6,4,2022-02-13,179200.0,537600.0
254,81,15,0,2021-07-31,104019.9086996883,0.0
10024,29,2,13,2021-05-16,159509.3988458211,2016000.0
256,19,13,11,2022-05-25,203057.9330345118,2352000.0
257,8,8,19,2023-10-07,140193.1514436229,3024000.0
10025,35,16,13,2024-12-08,106400.0,1489600.0
259,96,1,5,2022-09-21,136238.14352097784,681190.7176048892
260,67,18,11,2023-12-06,146529.5699551049,1611825.2695061539
261,33,6,1,2024-09-23,170107.77621806247,358400.0
262,2,13,7,2021-11-21,177116.54763571575,1372000.0
263,44,18,5,2021-04-07,134400.0,806400.0
264,5,1,6,2024-01-18,140000.0,980000.0
265,34,10,20,2021-10-18,97942.94379444518,1792000.0
266,8,10,7,2021-11-09,93132.47117990826,716800.0
267,71,13,13,2023-08-15,196000.0,2548000.0
268,68,15,12,2024-08-17,100800.0,1209600.0
269,42,4,8,2024-08-23,114506.28933811332,862400.0
270,15,12,5,2022-12-05,78446.14927285902,504000.0
10026,67,1,10,2024-08-31,140000.0,1540000.0
272,41,5,5,2024-08-06,80731.90448514248,336000.0
273,100,12,11,2024-03-19,78146.35486850394,504000.0
274,2,10,4,2021-07-19,90165.94270415312,360663.77081661246
275,42,6,1,2023-11-12,223844.75943446576,448000.0
276,65,6,13,2023-10-26,169303.06755912406,2150400.0
277,9,16,11,2022-11-17,95839.9488764978,744800.0
278,84,2,17,2023-08-01,171267.94910364217,2911555.134761917
279,91,6,8,2021-01-24,176337.40375394258,1612800.0
280,67,13,3,2022-01-23,200665.7529121536,784000.0
281,77,20,12,2024-08-29,232632.9779995728,2912000.0
10027,67,11,11,2020-09-12,157360.89284638187,1881600.0
283,28,6,13,2022-02-26,179200.0,3136000.0
284,67,19,1,2022-06-01,87062.59586513985,190400.0
285,88,19,10,2021-12-12,92585.61999859707,1808800.0
286,75,15,3,2022-09-03,107770.5471872011,403200.0
287,66,2,8,2023-01-27,168000.0,1176000.0
288,16,14,13,2021-04-01,132894.08811938966,1803200.0
289,37,14,12,2022-09-18,133617.15867521832,1416800.0
290,96,14,11,2024-03-07,135237.89889349867,2318400.0
291,67,12,16,2021-12-25,84000.0,1344000.0
292,97,14,7,2023-07-20,120434.77960665588,1030400.0
10028,67,6,9,2021-04-03,97541.87049038892,851200.0
294,80,6,15,2024-01-31,194779.14141339436,2867200.0
295,31,18,20,2022-10-04,129706.55586544747,2553600.0
296,68,13,16,2022-11-17,210348.92249287557,3332000.0
10029,50,3,3,2023-11-02,96193.59404992564,302400.0
298,93,9,11,2022-01-06,101746.77831541462,1344000.0
299,10,12,4,2023-09-02,91571.68703737554,420000.0
300,67,6,15,2023-08-14,140460.86471875335,1932000.0
301,23,8,10,2024-03-12,165996.90499448008,1512000.0
302,61,5,8,2024-04-11,89666.521921925,672000.0
303,64,5,9,2024-10-01,76620.76614712416,689586.8953241174
304,16,19,14,2021-03-26,102502.17986585828,1332800.0
10030,76,14,9,2021-02-21,137135.58375736306,1288000.0
306,85,9,5,2022-01-12,117535.79062521756,448000.0
10031,58,8,11,2023-09-30,150194.64413574996,1512000.0
308,82,13,11,2021-03-05,179863.34949834773,1960000.0
309,67,5,16,2022-10-05,77165.82731426397,1344000.0
310,90,20,2,2023-12-15,241461.3727878062,224000.0
311,64,11,12,2021-03-27,155824.65633161136,1724800.0
312,57,5,10,2023-12-16,91881.94742774458,1176000.0
313,67,4,17,2022-06-04,116726.373278371,1971200.0
314,39,12,11,2021-09-11,91340.58670119684,672000.0
315,67,1,4,2023-02-12,128063.5622948443,420000.0
316,67,15,17,2023-12-04,102525.62802642657,1742935.6764492516
317,72,6,12,2024-02-14,179200.0,2329600.0
318,67,5,21,2024-08-16,83029.95388178731,1680000.0
319,50,6,11,2024-08-19,162221.24185825375,1971200.0
320,93,10,11,2022-10-04,96047.73116671357,896000.0
321,30,15,7,2022-11-24,109446.55815312696,705600.0
322,67,11,12,2021-08-25,141583.3419338855,1881600.0
323,67,7,11,2022-10-12,156971.3566442939,1814400.0
324,81,10,15,2022-09-29,85279.421552755,1279191.323291325
325,53,4,13,2022-10-14,118460.2392765292,1478400.0
326,96,20,11,2022-08-11,223283.5094679447,2240000.0
327,67,3,19,2024-01-03,94625.78758108952,1814400.0
328,34,19,10,2024-07-18,97158.74183374071,380800.0
329,41,9,15,2024-05-09,112494.69555526548,1687420.4333289822
330,23,2,18,2021-02-17,154294.7653713449,2856000.0
331,26,6,10,2023-12-24,180694.4296140619,896000.0
332,92,19,8,2023-11-25,104687.92838168627,761600.0
333,72,19,7,2022-07-01,87217.05664427331,571200.0
334,60,10,1,2021-02-03,85528.45471930961,179200.0
335,67,16,6,2021-04-06,96536.34117979906,744800.0
336,2,5,15,2021-12-15,85929.9712656287,1344000.0
337,5,6,4,2023-09-07,170896.3042602598,537600.0
338,90,9,5,2023-09-17,116048.83055326113,672000.0
339,27,8,11,2022-01-24,141477.49287386678,1556252.4216125347
340,97,7,14,2023-06-03,148783.99442437568,2116800.0
10032,39,13,17,2023-02-18,193698.19003873647,3332000.0
342,47,1,2,2022-11-16,132492.39094385027,420000.0
343,28,6,4,2023-11-17,135912.39702982412,644000.0
344,75,16,2,2024-05-20,106400.0,212800.0
345,89,14,16,2024-09-17,132648.11516137398,1932000.0
346,93,6,10,2021-10-26,92785.54756236238,1713600.0
347,23,18,15,2021-09-19,140079.92468433527,1881600.0
348,67,8,19,2024-09-21,162487.74773018318,3024000.0
349,67,2,15,2023-05-31,177687.4842850943,2352000.0
350,74,8,3,2021-05-31,146716.47295858333,302400.0
351,27,1,12,2023-04-03,143468.37807698335,1721620.5369238001
352,49,15,2,2022-06-17,101023.32427232272,100800.0
353,94,2,14,2023-03-24,169074.80203791204,2352000.0
354,45,3,19,2023-05-10,96333.81672103098,1814400.0
355,96,6,14,2021-01-24,189201.5194036555,2508800.0
356,26,6,8,2022-11-09,99981.98426650304,705600.0
357,81,8,18,2021-08-19,141451.79361026335,2872800.0
358,80,18,11,2024-06-25,129055.87216265016,1419614.5937891519
359,67,5,6,2022-04-12,91682.02154271372,588000.0
360,67,19,17,2023-03-04,102310.9007068355,1523200.0
361,93,3,20,2022-11-16,91156.79418428092,2016000.0
362,70,15,13,2021-09-02,107991.27867864278,1310400.0
363,67,9,2,2021-01-26,118680.43163716704,336000.0
364,12,4,11,2022-10-11,117303.56955230204,2464000.0
365,9,7,12,2022-07-21,144951.1778679665,1814400.0
366,17,16,16,2024-03-24,111822.08234972256,1702400.0
367,21,8,9,2023-05-04,136598.1696476663,1512000.0
10033,9,15,4,2024-11-10,102926.21315151996,302400.0
369,23,6,8,2022-01-28,180208.39335179311,1254400.0
370,75,16,14,2023-04-08,114419.86789256416,1489600.0
371,60,10,12,2021-09-06,91322.25054159606,985600.0
372,37,6,18,2020-12-16,105401.91098468684,1904000.0
10034,2,9,17,2023-12-02,106510.00882228914,1904000.0
374,47,18,4,2021-10-27,140797.39872194422,403200.0
375,48,1,12,2023-06-08,150144.94446411054,1680000.0
376,40,12,11,2023-02-02,89130.10480360886,980431.1528396974
377,24,17,19,2021-06-30,183313.3445900712,3482953.547211353
378,60,6,7,2023-03-03,190095.19204704833,1433600.0
379,79,20,13,2023-04-03,228690.9448279106,2912000.0
380,86,14,19,2022-09-25,130927.97901286263,2576000.0
381,45,6,14,2022-04-16,193178.04310584525,2688000.0
382,79,6,17,2024-10-16,91243.2661626081,1523200.0
383,56,16,5,2023-07-27,100820.4964032487,532000.0
384,61,16,11,2022-04-22,100840.60221942655,957600.0
385,40,1,10,2024-02-15,135710.4642646774,1120000.0
386,74,7,18,2021-12-11,151200.0,2872800.0
387,83,14,11,2024-01-17,117567.95800846124,1932000.0
388,99,6,18,2024-07-31,134171.80660004512,2415092.5188008123
389,67,16,12,2021-11-20,114938.14872011074,1170400.0
390,31,18,0,2024-04-17,145861.46161517248,134400.0
391,55,4,8,2021-01-07,112858.8954691749,1108800.0
392,23,6,13,2021-01-19,193116.8363277508,2508800.0
10035,19,8,16,2023-03-17,144748.47184438718,2419200.0
394,96,5,8,2021-01-27,75705.21119251338,588000.0
395,81,11,13,2021-10-18,162373.47717047154,2110855.20321613
396,73,14,7,2021-10-19,130692.865480406,1030400.0
397,3,18,20,2024-02-11,146532.5079912479,2553600.0
398,67,19,3,2024-11-08,85879.18407993008,190400.0
399,67,18,19,2021-10-22,134314.38397805594,2419200.0
400,91,20,11,2022-12-23,209887.11512248332,3864000.0
401,25,11,10,2022-01-02,150549.1287399247,1724800.0
402,40,15,17,2021-01-25,106473.55755783824,1814400.0
403,31,2,10,2021-02-27,183010.26893088568,840000.0
404,3,8,6,2023-10-03,155935.45860035098,1058400.0
405,51,6,13,2022-08-26,146438.34350324102,2038400.0
406,30,15,11,2022-08-16,100800.0,1209600.0
10036,67,6,2,2023-05-21,161600.49551962205,358400.0
408,77,8,7,2022-06-26,145678.08527702495,1209600.0
10037,7,2,4,2023-03-12,152212.0045285784,840000.0
10038,80,2,7,2024-09-07,153078.53611749125,1176000.0
411,83,14,20,2022-06-27,141512.84354194053,2447200.0
10039,48,19,15,2022-01-30,96507.86977365884,1523200.0
413,66,6,14,2022-11-08,195890.99897102977,2688000.0
414,67,7,18,2023-03-22,140836.0057736697,2570400.0
415,67,16,3,2022-02-10,109264.2203181951,212800.0
416,67,6,8,2023-02-01,194915.76861597144,1254400.0
417,67,3,7,2022-05-09,98292.85048540376,705600.0
418,53,20,18,2023-05-08,224935.86187452555,3864000.0
419,70,6,21,2024-07-23,107410.4198132719,2240000.0
420,78,5,10,2023-11-24,84553.47096102119,84000.0
421,67,6,7,2021-11-21,177579.5361446686,1176000.0
422,20,10,2,2022-03-15,82112.75814421488,268800.0
423,67,6,8,2023-11-20,96420.99351539755,907200.0
424,84,2,4,2022-10-15,160801.69189779204,840000.0
425,61,10,9,2023-12-08,83380.98746974408,716800.0
426,25,1,10,2024-06-15,130169.22050254884,560000.0
427,50,13,4,2024-09-18,201636.07502094435,588000.0
428,67,14,6,2021-06-28,137828.0382743629,772800.0
429,67,13,18,2021-06-07,201852.41805038927,3724000.0
430,83,7,4,2022-06-05,155287.79472313894,453600.0
431,35,10,11,2023-06-13,89600.0,1254400.0
432,65,7,7,2023-03-16,158094.61763168348,1058400.0
433,82,10,2,2022-04-07,85186.25755802091,179200.0
434,48,6,8,2021-02-23,179200.0,1612800.0
435,74,6,2,2022-10-31,179200.0,95200.0
436,38,12,5,2024-05-06,78457.87537510919,420000.0
437,67,9,13,2021-01-16,103401.70275847,1344000.0
438,25,14,8,2022-07-10,132068.61061579327,901600.0
439,85,11,19,2022-04-22,165903.84206341277,3136000.0
440,42,9,10,2022-03-03,101884.57645605016,1568000.0
441,87,6,18,2024-04-03,176838.2537239171,3404800.0
442,41,12,17,2022-05-18,82487.52211276823,1402287.8759170598
10040,8,13,20,2022-03-29,190316.36093103743,3864000.0
10041,11,6,8,2021-12-02,144745.56380306292,1097600.0
445,24,6,18,2021-11-28,84554.10734813687,1702400.0
446,19,15,19,2021-04-26,102232.37556566,1915200.0
447,10,12,15,2022-11-02,90041.74886662989,1350626.2329994484
448,85,12,12,2024-03-24,90882.99761780868,924000.0
449,67,16,1,2024-09-15,116546.6519426792,212800.0
450,25,7,13,2023-07-27,139914.75750516166,1965600.0
451,61,4,6,2023-07-19,120120.41893833502,616000.0
452,81,9,4,2022-11-09,115869.64852687622,560000.0
453,35,8,3,2023-12-04,164140.00796766448,453600.0
454,20,7,17,2022-06-12,155678.46448570368,2721600.0
455,67,20,5,2020-12-29,237711.22661509644,1344000.0
10042,23,11,11,2022-10-31,156800.0,1724800.0
457,5,8,7,2023-07-27,163011.13839519047,907200.0
458,44,11,15,2021-10-31,167102.85938210614,2195200.0
459,97,18,15,2023-03-15,125257.22228112156,2150400.0
460,17,15,8,2023-01-18,93953.63982337652,751629.1185870122
461,67,14,19,2022-04-30,133552.21727188944,2447200.0
462,70,12,16,2023-08-31,83296.33882471976,1344000.0
463,84,4,11,2022-04-17,123200.0,1848000.0
464,3,5,10,2022-06-15,84000.0,84000.0
465,62,7,3,2022-09-16,163419.6311683842,604800.0
466,9,7,12,2022-12-19,165951.88215261785,1965600.0
467,67,12,15,2021-01-27,87819.2707684305,1344000.0
468,57,12,3,2020-11-21,87951.63783153906,168000.0
469,39,6,10,2024-05-01,175112.27587884924,1512000.0
470,31,5,18,2024-04-17,85837.87168983583,1545081.6904170448
471,33,4,20,2022-01-28,116123.3901277338,2464000.0
10043,99,7,20,2020-11-19,157778.52721700963,2872800.0
473,32,6,2,2022-03-26,90265.78265818894,285600.0
474,65,4,11,2024-10-20,116961.35512970586,492800.0
475,29,7,7,2021-06-24,144184.91765968793,1209600.0
476,81,3,18,2021-12-18,92558.3553058298,1814400.0
477,25,15,19,2022-07-09,110264.68749793828,1814400.0
478,71,12,7,2024-01-14,77981.98477311952,588000.0
479,7,7,12,2023-07-03,151200.0,1814400.0
480,67,18,3,2021-10-02,132795.32127332062,537600.0
481,40,13,9,2021-05-30,196000.0,1960000.0
10044,38,10,15,2022-10-29,82190.63916763097,1344000.0
483,35,10,3,2023-12-24,97416.95123813517,358400.0
484,91,18,9,2022-09-03,124499.03674511088,1344000.0
485,9,9,9,2021-09-29,121987.68757586143,1120000.0
